orig_address,comment_kind,port_file,port_line,comment_text_short
0x0040fe00,CONFIRMED,td5_frontend.c,8142,frontend_play_sfx(3);  /* [CONFIRMED @ 0x40FE00] DXSound::Play(3) */
0x0040fe00,CONFIRMED,td5_frontend.c,8146,All 10 actions captured? [CONFIRMED @ 0x40FE00] if slot==10 → done */ if (s_ctrl_kb_slot >= 10) {
0x0040fe00,CONFIRMED,td5_frontend.c,8171,"[CONFIRMED @ 0x40FE00] After animation, releases surfaces and calls SetFrontendScreen(0xe) = TD5_SCREEN_CONTROL_OPTIONS."
0x00418460,CONFIRMED,td5_frontend.c,8208,"[CONFIRMED @ 0x418460] CreateFrontendDisplayModeButton(SNK_SelectTrackButTxt, -0x120, 0, 0xA0, 0x20, 0)"
0x004186a8,CONFIRMED,td5_frontend.c,8244,"[CONFIRMED @ 0x4186A8]: g_selectedCdTrackIndex += DAT_0049b690 (arrow dir), clamped 0..11; then BltColorFillToSurface + sprintf ""%d. %s"" redrawn"
0x004186a8,CONFIRMED,td5_frontend.c,8248,"[CONFIRMED @ 0x4186A8] original clamps 0..0xB, does NOT wrap */ if (s_music_test_track_idx < 0)  s_music_test_track_idx = 0;"
0x0041864e,CONFIRMED,td5_frontend.c,8256,"[CONFIRMED @ 0x41864E]: DXSound::CDPlay(g_selectedCdTrackIndex+2, 1) then redraw DAT_00496400 (now-playing surface):"
0x0040f184,CONFIRMED,td5_frontend.c,8624,centered via MeasureOrCenterFrontendString [CONFIRMED @ 0x0040F184]). Language.dll is unavailable in the port; fall through to return. */
0x0040f744,CONFIRMED,td5_frontend.c,8754,Drag-race 2-pass CarSelect [CONFIRMED @ 0x0040f744]. Original: game_type==7 (=drag race there) && pass_marker==0 → re-enter
0x00427984,CONFIRMED,td5_frontend.c,8922,Both text and preview animate together via s_track_switch_tick [CONFIRMED @ 0x427984]. */
0x00427e96,CONFIRMED,td5_frontend.c,8966,frontend_play_sfx(4); /* completion chime [CONFIRMED @ 0x427e96] */ s_inner_state = 4;
0x004229da,CONFIRMED,td5_frontend.c,9283,"[CONFIRMED @ 0x004229DA] DAT_00497a68 cycles by DAT_0049b690 (arrow delta), skips slots with state == 3 (disabled). Drag: masked & 1 for 2-slot only."
0x004229da,CONFIRMED,td5_frontend.c,9302,[CONFIRMED @ 0x004229DA] Original wraps the button-press exit in `if (DAT_0049b690 == 0)` — i.e. only honor the confirm when
0x00422a22,CONFIRMED,td5_frontend.c,9327,[CONFIRMED @ 0x00422A22] Wrap: [0..5] with 6 -> 0 and -1 -> 5. */ s_score_category_index += s_results_panel_slide_dir;
0x00422cee,CONFIRMED,td5_frontend.c,9424,P9 — [CONFIRMED @ 0x00422CEE] original body: DAT_0049628c = ReleaseTrackedFrontendSurface(DAT_0049628c);
0x0042332e,CONFIRMED,td5_frontend.c,9625,[CONFIRMED @ 0x0042332E]: WriteCupData() result picks SNK_BlockSavedOK or SNK_FailedToSave string; creates 2 buttons (message + OK).
0x00413c0b,CONFIRMED,td5_frontend.c,9717,[CONFIRMED @ 0x00413C0B]: DAT_0048d990 for cup types */ s_post_race_score = td5_game_get_result_secondary(0);
0x004237f0,CONFIRMED,td5_frontend.c,9949,SNK_RaceTypeText y=0x54 ([cup type name])    [CONFIRMED @ 0x4237F0] [CONFIRMED @ ScreenCupFailedDialog 0x004237F0] */
0x004237f0,CONFIRMED,td5_frontend.c,9951,"[CONFIRMED @ 0x4237F0]: SNK_OkButTxt at x=-0x120 */ frontend_create_button(""OK"", -0x120, 0, 0x60, 0x20);"
0x00421da0,CONFIRMED,td5_frontend.c,9999,"finished, not DNF) before proceeding. [CONFIRMED @ 0x00421da0] Store car/track counts separately for the overlay renderer."
0x00423a80,CONFIRMED,td5_frontend.c,10001,"[CONFIRMED @ 0x00423A80]: DAT_00494bb0 = car count, DAT_00494bb4 = track count. */"
0x00423c61,CONFIRMED,td5_frontend.c,10040,"[CONFIRMED @ 0x00423C61]: SNK_OkButTxt at x=-0x120 (was -100, wrong) */ frontend_create_button(""OK"", -0x120, 0, 0x60, 0x20);"
0x0041d630,CONFIRMED,td5_frontend.c,10112,"[CONFIRMED @ 0x41D630]: SNK_OkButTxt at x=-0x120 */ frontend_create_button(""OK"", -0x120, 0, 0x60, 0x20);"
,ARCH-DIVERGENCE,td5_frontend.c,10224,[ARCH-DIVERGENCE: frontend residual] Phase 3 manifest (2026-05-21)
,ARCH-DIVERGENCE,td5_frontend.c,10229,"docstring, [ARCH-DIVERGENCE] is the audited, documented-deviation marker (equivalent to L5 byte-faithful for fidelity scoring)."
0x004258b0,ARCH-DIVERGENCE,td5_frontend.c,10234,0x004258B0  DeferFrontendBackgroundRestore   [ARCH-DIVERGENCE: defer flag for DDraw lost-surface restore path; D3D11 backbuffer in td5re.exe has no lo
0x0041c030,ARCH-DIVERGENCE,td5_frontend.c,10235,0x0041C030  NormalizeFrontendChatTokens      [ARCH-DIVERGENCE: chat tokenizer feeds the DXPTYPE-1 lobby payload format; the port's DXPTYPE protocol is
,ARCH-DIVERGENCE,td5_frontend.c,10240,[ARCH-DIVERGENCE: DDraw frontend subsystem collapse] Phase 4(a) class manifest (2026-05-21)
,ARCH-DIVERGENCE,td5_frontend.c,10253,Each address below carries the inline [ARCH-DIVERGENCE: <tag>] marker so build_confidence_map.py:227-233 promotes every listed function to
0x00411710,ARCH-DIVERGENCE,td5_frontend.c,10257,0x00411710  BuildFrontendDitherOffsetTable          [ARCH-DIVERGENCE: DDraw] 0x00411A50  ResetFrontendFadeState                  [ARCH-DIVERGENCE: DDr
0x00411a50,ARCH-DIVERGENCE,td5_frontend.c,10258,0x00411A50  ResetFrontendFadeState                  [ARCH-DIVERGENCE: DDraw] 0x00411A70  RenderFrontendFadeOutEffect             [ARCH-DIVERGENCE: DDr
0x00411a70,ARCH-DIVERGENCE,td5_frontend.c,10259,0x00411A70  RenderFrontendFadeOutEffect             [ARCH-DIVERGENCE: DDraw] 0x00411DE0  ClearFrontendSurfaceRegistry            [ARCH-DIVERGENCE: DDr
0x00411de0,ARCH-DIVERGENCE,td5_frontend.c,10260,0x00411DE0  ClearFrontendSurfaceRegistry            [ARCH-DIVERGENCE: DDraw] 0x00411E00  GetFrontendSurfaceRegistryId            [ARCH-DIVERGENCE: DDr
0x00411e00,ARCH-DIVERGENCE,td5_frontend.c,10261,0x00411E00  GetFrontendSurfaceRegistryId            [ARCH-DIVERGENCE: DDraw] 0x00411E90  ReleaseTrackedFrontendSurfaces          [ARCH-DIVERGENCE: DDr
0x00411e90,ARCH-DIVERGENCE,td5_frontend.c,10262,0x00411E90  ReleaseTrackedFrontendSurfaces          [ARCH-DIVERGENCE: DDraw] 0x004122F0  LoadTgaToFrontendSurfaceFromArchive     [ARCH-DIVERGENCE: DDr
0x004122f0,ARCH-DIVERGENCE,td5_frontend.c,10263,0x004122F0  LoadTgaToFrontendSurfaceFromArchive     [ARCH-DIVERGENCE: DDraw] 0x004127B0  LoadTgaToFrontendSurface16bppVariant    [ARCH-DIVERGENCE: DDr
0x004127b0,ARCH-DIVERGENCE,td5_frontend.c,10264,0x004127B0  LoadTgaToFrontendSurface16bppVariant    [ARCH-DIVERGENCE: DDraw] 0x004129B0  RenderTgaToFrontendSurface              [ARCH-DIVERGENCE: DDr
0x004129b0,ARCH-DIVERGENCE,td5_frontend.c,10265,0x004129B0  RenderTgaToFrontendSurface              [ARCH-DIVERGENCE: DDraw] 0x00412B00  SetSurfaceColorKeyFromRGB               [ARCH-DIVERGENCE: DDr
0x00412b00,ARCH-DIVERGENCE,td5_frontend.c,10266,0x00412B00  SetSurfaceColorKeyFromRGB               [ARCH-DIVERGENCE: DDraw] 0x00417B74  AdvanceFrontendInlineStringTableState   [ARCH-DIVERGENCE: DDr
0x00417b74,ARCH-DIVERGENCE,td5_frontend.c,10267,0x00417B74  AdvanceFrontendInlineStringTableState   [ARCH-DIVERGENCE: DDraw] 0x004183B0  SetFrontendInlineStringTable            [ARCH-DIVERGENCE: DDr
0x004183b0,ARCH-DIVERGENCE,td5_frontend.c,10268,0x004183B0  SetFrontendInlineStringTable            [ARCH-DIVERGENCE: DDraw] 0x00418410  SetFrontendInlineStringEntry            [ARCH-DIVERGENCE: DDr
0x00418410,ARCH-DIVERGENCE,td5_frontend.c,10269,0x00418410  SetFrontendInlineStringEntry            [ARCH-DIVERGENCE: DDraw] 0x00418430  ResetFrontendInlineStringTable          [ARCH-DIVERGENCE: DDr
0x00418430,ARCH-DIVERGENCE,td5_frontend.c,10270,0x00418430  ResetFrontendInlineStringTable          [ARCH-DIVERGENCE: DDraw] 0x00423DB0  ClearBackbufferWithColor                [ARCH-DIVERGENCE: DDr
0x00423db0,ARCH-DIVERGENCE,td5_frontend.c,10271,0x00423DB0  ClearBackbufferWithColor                [ARCH-DIVERGENCE: DDraw] 0x00423E40  LockSecondaryFrontendSurfaceFillColor   [ARCH-DIVERGENCE: DDr
0x00423e40,ARCH-DIVERGENCE,td5_frontend.c,10272,0x00423E40  LockSecondaryFrontendSurfaceFillColor   [ARCH-DIVERGENCE: DDraw] 0x00423F90  FillSurfaceRectWithColor                [ARCH-DIVERGENCE: DDr
0x00423f90,ARCH-DIVERGENCE,td5_frontend.c,10273,0x00423F90  FillSurfaceRectWithColor                [ARCH-DIVERGENCE: DDraw] 0x00425170  UpdateFrontendClientOrigin              [ARCH-DIVERGENCE: DDr
0x00425170,ARCH-DIVERGENCE,td5_frontend.c,10274,0x00425170  UpdateFrontendClientOrigin              [ARCH-DIVERGENCE: DDraw] 0x004254D0  ResetFrontendOverlayState               [ARCH-DIVERGENCE: DDr
0x004254d0,ARCH-DIVERGENCE,td5_frontend.c,10275,0x004254D0  ResetFrontendOverlayState               [ARCH-DIVERGENCE: DDraw] 0x00425500  ResetFrontendSelectionState             [ARCH-DIVERGENCE: DDr
0x00425500,ARCH-DIVERGENCE,td5_frontend.c,10276,0x00425500  ResetFrontendSelectionState             [ARCH-DIVERGENCE: DDraw] 0x00425540  FlushFrontendSpriteBlits                [ARCH-DIVERGENCE: DDr
0x00425540,ARCH-DIVERGENCE,td5_frontend.c,10277,0x00425540  FlushFrontendSpriteBlits                [ARCH-DIVERGENCE: DDraw] 0x00425730  QueueFrontendSpriteBlit                 [ARCH-DIVERGENCE: DDr
0x00425730,ARCH-DIVERGENCE,td5_frontend.c,10278,0x00425730  QueueFrontendSpriteBlit                 [ARCH-DIVERGENCE: DDraw] 0x004258F0  CreateFrontendMenuRectEntry             [ARCH-DIVERGENCE: DDr
0x004258f0,ARCH-DIVERGENCE,td5_frontend.c,10279,0x004258F0  CreateFrontendMenuRectEntry             [ARCH-DIVERGENCE: DDraw] 0x00425A30  RenderFrontendUiRects                   [ARCH-DIVERGENCE: DDr
0x00425a30,ARCH-DIVERGENCE,td5_frontend.c,10280,0x00425A30  RenderFrontendUiRects                   [ARCH-DIVERGENCE: DDraw] 0x004260E0  CreateFrontendDisplayModePreviewButton  [ARCH-DIVERGENCE: DDr
0x004260e0,ARCH-DIVERGENCE,td5_frontend.c,10281,0x004260E0  CreateFrontendDisplayModePreviewButton  [ARCH-DIVERGENCE: DDraw] 0x004263E0  RenderFrontendDisplayModeHighlight      [ARCH-DIVERGENCE: DDr
0x004263e0,ARCH-DIVERGENCE,td5_frontend.c,10282,0x004263E0  RenderFrontendDisplayModeHighlight      [ARCH-DIVERGENCE: DDraw] 0x00426580  UpdateFrontendDisplayModeSelection      [ARCH-DIVERGENCE: DDr
0x00426580,ARCH-DIVERGENCE,td5_frontend.c,10283,0x00426580  UpdateFrontendDisplayModeSelection      [ARCH-DIVERGENCE: DDraw]
,ARCH-DIVERGENCE,td5_frontend.c,10287,[ARCH-DIVERGENCE: DXPTYPE network/lobby unreachable] Phase 4(a) class manifest (2026-05-21)
,ARCH-DIVERGENCE,td5_frontend.c,10298,Each address below carries the inline [ARCH-DIVERGENCE: <tag>] marker so build_confidence_map.py:227-233 promotes every listed function to
0x00418c60,ARCH-DIVERGENCE,td5_frontend.c,10302,0x00418C60  QueueFrontendNetworkMessage           [ARCH-DIVERGENCE: DXPTYPE] 0x00419B30  RenderFrontendSessionBrowser          [ARCH-DIVERGENCE: DXPTY
0x00419b30,ARCH-DIVERGENCE,td5_frontend.c,10303,0x00419B30  RenderFrontendSessionBrowser          [ARCH-DIVERGENCE: DXPTYPE] 0x00419CF0  RunFrontendSessionPicker              [ARCH-DIVERGENCE: DXPTY
0x00419cf0,ARCH-DIVERGENCE,td5_frontend.c,10304,0x00419CF0  RunFrontendSessionPicker              [ARCH-DIVERGENCE: DXPTYPE] 0x0041A530  RenderFrontendCreateSessionNameInput  [ARCH-DIVERGENCE: DXPTY
0x0041a530,ARCH-DIVERGENCE,td5_frontend.c,10305,0x0041A530  RenderFrontendCreateSessionNameInput  [ARCH-DIVERGENCE: DXPTYPE] 0x0041A670  RenderFrontendLobbyChatInput          [ARCH-DIVERGENCE: DXPTY
0x0041a670,ARCH-DIVERGENCE,td5_frontend.c,10306,0x0041A670  RenderFrontendLobbyChatInput          [ARCH-DIVERGENCE: DXPTYPE] 0x0041B390  CreateFrontendNetworkSession          [ARCH-DIVERGENCE: DXPTY
0x0041b390,ARCH-DIVERGENCE,td5_frontend.c,10307,0x0041B390  CreateFrontendNetworkSession          [ARCH-DIVERGENCE: DXPTYPE] 0x0041B420  RenderFrontendLobbyStatusPanel        [ARCH-DIVERGENCE: DXPTY
0x0041b420,ARCH-DIVERGENCE,td5_frontend.c,10308,0x0041B420  RenderFrontendLobbyStatusPanel        [ARCH-DIVERGENCE: DXPTYPE] 0x0041B610  ProcessFrontendNetworkMessages        [ARCH-DIVERGENCE: DXPTY
0x0041b610,ARCH-DIVERGENCE,td5_frontend.c,10309,0x0041B610  ProcessFrontendNetworkMessages        [ARCH-DIVERGENCE: DXPTYPE] 0x0041BD00  RenderFrontendLobbyChatPanel          [ARCH-DIVERGENCE: DXPTY
0x0041bd00,ARCH-DIVERGENCE,td5_frontend.c,10310,0x0041BD00  RenderFrontendLobbyChatPanel          [ARCH-DIVERGENCE: DXPTYPE] 0x0041C330  RunFrontendNetworkLobby               [ARCH-DIVERGENCE: DXPTY
0x0041c330,ARCH-DIVERGENCE,td5_frontend.c,10311,0x0041C330  RunFrontendNetworkLobby               [ARCH-DIVERGENCE: DXPTYPE]
0x00418d50,ARCH-DIVERGENCE,td5_frontend.c,10321,0x00418D50  RunFrontendConnectionBrowser          [ARCH-DIVERGENCE: DXPTYPE] 0x0041A7B0  RunFrontendCreateSessionFlow          [ARCH-DIVERGENCE: DXPTY
0x0041a7b0,ARCH-DIVERGENCE,td5_frontend.c,10322,0x0041A7B0  RunFrontendCreateSessionFlow          [ARCH-DIVERGENCE: DXPTYPE]
,ARCH-DIVERGENCE,td5_frontend.c,10326,[ARCH-DIVERGENCE: Controller-binding tail consolidation] Phase 4(a) class manifest (2026-05-21)
,ARCH-DIVERGENCE,td5_frontend.c,10337,Each address below carries the inline [ARCH-DIVERGENCE: <tag>] marker so build_confidence_map.py:227-233 promotes every listed function to
0x004100c0,ARCH-DIVERGENCE,td5_frontend.c,10341,0x004100C0  OpenControllerBindingPageWrapper                  [ARCH-DIVERGENCE: CtrlBind]
0x004100ce,ARCH-DIVERGENCE,td5_frontend.c,10342,0x004100CE  DrawControlBindingTextWithOkButton                [ARCH-DIVERGENCE: CtrlBind]
0x004100d7,ARCH-DIVERGENCE,td5_frontend.c,10343,0x004100D7  OpenControllerBindingPageNoneHeader               [ARCH-DIVERGENCE: CtrlBind]
0x004100de,ARCH-DIVERGENCE,td5_frontend.c,10344,0x004100DE  OpenControllerBindingPageRearViewHeader           [ARCH-DIVERGENCE: CtrlBind]
0x004100fa,ARCH-DIVERGENCE,td5_frontend.c,10345,0x004100FA  DrawControlBindingText1WithOkButton               [ARCH-DIVERGENCE: CtrlBind]
0x00410111,ARCH-DIVERGENCE,td5_frontend.c,10346,0x00410111  DrawControlBindingText2WithOkButton               [ARCH-DIVERGENCE: CtrlBind]
0x00410129,ARCH-DIVERGENCE,td5_frontend.c,10347,0x00410129  OpenControllerBindingPageNoneHeader               [ARCH-DIVERGENCE: CtrlBind]
0x00410380,ARCH-DIVERGENCE,td5_frontend.c,10348,0x00410380  RenderControllerBindingMenuPage                   [ARCH-DIVERGENCE: CtrlBind]
0x0041043c,ARCH-DIVERGENCE,td5_frontend.c,10349,0x0041043C  RenderControllerBindingPageUpDownHeader           [ARCH-DIVERGENCE: CtrlBind]
0x004104b2,ARCH-DIVERGENCE,td5_frontend.c,10350,0x004104B2  RenderControllerBindingPageDownHeader             [ARCH-DIVERGENCE: CtrlBind]
0x00410527,ARCH-DIVERGENCE,td5_frontend.c,10351,0x00410527  RenderControllerBindingPageUpHeader               [ARCH-DIVERGENCE: CtrlBind]
0x00410599,ARCH-DIVERGENCE,td5_frontend.c,10352,0x00410599  RenderControllerBindingPageBlankOrRearViewHeader  [ARCH-DIVERGENCE: CtrlBind]
0x00410613,ARCH-DIVERGENCE,td5_frontend.c,10353,0x00410613  RenderControllerBindingPageRows                   [ARCH-DIVERGENCE: CtrlBind]
0x00410940,ARCH-DIVERGENCE,td5_frontend.c,10354,0x00410940  DrawControlOptionsBindingHeader                   [ARCH-DIVERGENCE: CtrlBind]
,ARCH-DIVERGENCE,td5_frontend.c,10359,[ARCH-DIVERGENCE: frontend secondary-surface blit collapse] Phase 5(a) class manifest (2026-05-21)
0x00424c10,ARCH-DIVERGENCE,td5_frontend.c,10370,0x00424C10  PresentSecondaryFrontendRectViaCopy  [ARCH-DIVERGENCE: SurfBlit] 0x00424C50  BlitSecondaryFrontendRectToPrimary   [ARCH-DIVERGENCE: SurfBl
0x00424c50,ARCH-DIVERGENCE,td5_frontend.c,10371,0x00424C50  BlitSecondaryFrontendRectToPrimary   [ARCH-DIVERGENCE: SurfBlit] 0x00424CF0  PresentSecondaryFrontendRect         [ARCH-DIVERGENCE: SurfBl
0x00424cf0,ARCH-DIVERGENCE,td5_frontend.c,10372,0x00424CF0  PresentSecondaryFrontendRect         [ARCH-DIVERGENCE: SurfBlit] 0x00424D40  PresentPrimaryFrontendRect           [ARCH-DIVERGENCE: SurfBl
0x00424d40,ARCH-DIVERGENCE,td5_frontend.c,10373,0x00424D40  PresentPrimaryFrontendRect           [ARCH-DIVERGENCE: SurfBlit] 0x00424D90  FillPrimaryFrontendScanline          [ARCH-DIVERGENCE: SurfBl
0x00424d90,ARCH-DIVERGENCE,td5_frontend.c,10374,0x00424D90  FillPrimaryFrontendScanline          [ARCH-DIVERGENCE: SurfBlit] 0x00424E40  InitializeFrontendPresentationState  [ARCH-DIVERGENCE: SurfBl
0x00424e40,ARCH-DIVERGENCE,td5_frontend.c,10375,0x00424E40  InitializeFrontendPresentationState  [ARCH-DIVERGENCE: SurfBlit]
0x00424b30,ARCH-DIVERGENCE,td5_frontend.c,10384,0x00424B30  CopyPrimaryFrontendBufferToSecondary  [ARCH-DIVERGENCE: SurfBlit] 0x00424BC0  CopyPrimaryFrontendRectToSecondary    [ARCH-DIVERGENCE: Surf
0x00424bc0,ARCH-DIVERGENCE,td5_frontend.c,10385,0x00424BC0  CopyPrimaryFrontendRectToSecondary    [ARCH-DIVERGENCE: SurfBlit]
,ARCH-DIVERGENCE,td5_frontend.c,10389,[ARCH-DIVERGENCE: frontend font-string render collapse] Phase 5(a) class manifest (2026-05-21)
0x00412d50,ARCH-DIVERGENCE,td5_frontend.c,10398,0x00412D50  MeasureOrDrawFrontendFontString       [ARCH-DIVERGENCE: FontStr] 0x00424470  DrawFrontendFontStringToSurface       [ARCH-DIVERGENCE: FontS
0x00424470,ARCH-DIVERGENCE,td5_frontend.c,10399,0x00424470  DrawFrontendFontStringToSurface       [ARCH-DIVERGENCE: FontStr] 0x00424660  DrawFrontendSmallFontStringToSurface  [ARCH-DIVERGENCE: FontS
0x00424660,ARCH-DIVERGENCE,td5_frontend.c,10400,0x00424660  DrawFrontendSmallFontStringToSurface  [ARCH-DIVERGENCE: FontStr]
0x004242b0,ARCH-DIVERGENCE,td5_frontend.c,10414,0x004242B0  DrawFrontendLocalizedStringPrimary       [ARCH-DIVERGENCE: FontStr] 0x00424740  DrawFrontendClippedStringToSurface       [ARCH-DIVERGENCE:
0x00424740,ARCH-DIVERGENCE,td5_frontend.c,10415,0x00424740  DrawFrontendClippedStringToSurface       [ARCH-DIVERGENCE: FontStr] 0x004248E0  DrawFrontendWrappedStringLine            [ARCH-DIVERGENCE:
0x004248e0,ARCH-DIVERGENCE,td5_frontend.c,10416,0x004248E0  DrawFrontendWrappedStringLine            [ARCH-DIVERGENCE: FontStr] 0x00424A50  MeasureOrCenterFrontendLocalizedString   [ARCH-DIVERGENCE:
0x00424a50,ARCH-DIVERGENCE,td5_frontend.c,10417,0x00424A50  MeasureOrCenterFrontendLocalizedString   [ARCH-DIVERGENCE: FontStr]
,ARCH-DIVERGENCE,td5_frontend.c,10421,[ARCH-DIVERGENCE: display-mode slot lookup] Phase 5(a) class manifest (2026-05-21)
0x0040b170,ARCH-DIVERGENCE,td5_frontend.c,10429,0x0040B170  SelectConfiguredDisplayModeSlot  [ARCH-DIVERGENCE: DispMode]
,ARCH-DIVERGENCE,td5_frontend.c,10433,[ARCH-DIVERGENCE: extras gallery slideshow collapse] Phase 5(c) class manifest (2026-05-21)
0x0040d590,ARCH-DIVERGENCE,td5_frontend.c,10456,0x0040D590  LoadExtrasGalleryImageSurfaces       [ARCH-DIVERGENCE: Gallery] 0x0040D750  AdvanceExtrasGallerySlideshow        [ARCH-DIVERGENCE: Gallery
0x0040d750,ARCH-DIVERGENCE,td5_frontend.c,10457,0x0040D750  AdvanceExtrasGallerySlideshow        [ARCH-DIVERGENCE: Gallery] 0x0040D830  UpdateExtrasGalleryDisplay           [ARCH-DIVERGENCE: Gallery
0x0040d830,ARCH-DIVERGENCE,td5_frontend.c,10458,0x0040D830  UpdateExtrasGalleryDisplay           [ARCH-DIVERGENCE: Gallery] 0x00417DD2  LoadFrontendExtrasGalleryResources   [ARCH-DIVERGENCE: Gallery
0x00417dd2,ARCH-DIVERGENCE,td5_frontend.c,10459,0x00417DD2  LoadFrontendExtrasGalleryResources   [ARCH-DIVERGENCE: Gallery]
,ARCH-DIVERGENCE,td5_frontend.c,10463,[ARCH-DIVERGENCE: per-screen FSM port] Phase 5(c) per-screen manifest (2026-05-21)
0x00413010,ARCH-DIVERGENCE,td5_frontend.c,10475,0x00413010  DrawPostRaceHighScoreEntry  [ARCH-DIVERGENCE: ScreenFSM] Folded into frontend_render_high_score_overlay (td5_frontend.c:4512).
0x00413580,ARCH-DIVERGENCE,td5_frontend.c,10486,0x00413580  ScreenPostRaceHighScoreTable  [ARCH-DIVERGENCE: ScreenFSM] Screen_PostRaceHighScore (td5_frontend.c:9029) — 9 states (0..8).
0x00413b60,CONFIRMED,td5_frontend.c,10493,td5_save_write_config(NULL) [CONFIRMED @ 0x00413b60] in case file wasn't flushed.
0x00418460,ARCH-DIVERGENCE,td5_frontend.c,10496,0x00418460  ScreenMusicTestExtras  [ARCH-DIVERGENCE: ScreenFSM] Screen_MusicTestExtras (td5_frontend.c:8163) — 9 states (0..8). All
0x004213d0,ARCH-DIVERGENCE,td5_frontend.c,10503,0x004213D0  ScreenQuickRaceMenu  [ARCH-DIVERGENCE: ScreenFSM] Screen_QuickRaceMenu (td5_frontend.c:6564) — 7 states (0..6). Case-
0x004219cc,CONFIRMED,td5_frontend.c,10510,"on locked car/track [CONFIRMED @ 0x4219cc]. State-6 return_screen=-1 launches race via frontend_init_race_schedule, identical to orig's"
0x00427630,ARCH-DIVERGENCE,td5_frontend.c,10514,0x00427630  TrackSelectionScreenStateMachine  [ARCH-DIVERGENCE: ScreenFSM] Screen_TrackSelection (td5_frontend.c:8770) — 10 states (0..9).
0x00427290,ARCH-DIVERGENCE,td5_frontend.c,10526,0x00427290  ScreenLanguageSelect  [ARCH-DIVERGENCE: ScreenFSM] Screen_LanguageSelect (td5_frontend.c:5980) — 7 states (0..6) map to
,ARCH-DIVERGENCE,td5_frontend_button_cache.c,139,[ARCH-DIVERGENCE: DDraw BltFast -> CPU BGRA32 composite; L5 sweep 2026-05-21] Orig DrawFrontendButtonBackground (Ghidra-verified 0x00425B60) calls a
0x00442160,ARCH-DIVERGENCE,td5_game.c,110,InitializeRaceVideoConfiguration thunk @ 0x00442160 [ARCH-DIVERGENCE] Orig body: 5 bytes `JMP 0x0042a950` (single tail-call to the impl). The
0x0042a950,ARCH-DIVERGENCE,td5_game.c,115,InitializeRaceVideoConfiguration body @ 0x0042a950 [ARCH-DIVERGENCE] Orig responsibilities (183 bytes):
0x0043e7e0,ARCH-DIVERGENCE,td5_game.c,125,[ARCH-DIVERGENCE @ 0x0043E7E0 ConfigureProjectionForViewport] See td5_render.c:2087 td5_render_configure_projection() for the
0x0043e7e0,CONFIRMED,td5_game.c,134,"td5_render.c:2537 [CONFIRMED @ 0x0043E7E0]. 8) Center pos: gRenderCenter{X,Y} = render{W,H}F * DAT_0045d5d0 (= 0.5)."
0x00442560,ARCH-DIVERGENCE,td5_game.c,138,"[ARCH-DIVERGENCE @ 0x00442560 LoadStaticTrackTextureHeader] Orig: GetArchiveEntrySize/ReadArchiveEntry from ""static.hed"""
0x0040b580,ARCH-DIVERGENCE,td5_game.c,156,[ARCH-DIVERGENCE @ 0x0040B580 SetRaceTexturePageLoader] Orig is a 13-byte one-liner that writes a function pointer at
0x004285b0,ARCH-DIVERGENCE,td5_game.c,168,[ARCH-DIVERGENCE @ 0x004285B0 CreateRaceForceFeedbackEffects] Orig is 719 bytes of DirectInput 5/7 effect creation:
0x0040a880,ARCH-DIVERGENCE,td5_game.c,198,"ResetRaceResultsTable @ 0x0040a880 [ARCH-DIVERGENCE] Orig writes a 6-entry, 20-byte-stride table at 0x0048d988. Per entry:"
0x00430cb0,ARCH-DIVERGENCE,td5_game.c,210,ResetGameHeap @ 0x00430cb0 [ARCH-DIVERGENCE] Orig: HeapDestroy gGameHeapHandle (gated on first-call sentinel
0x0040a490,ARCH-DIVERGENCE,td5_game.c,234,UpdateRaceCameraTransitionTimer @ 0x0040a490 [ARCH-DIVERGENCE] See detailed audit comment at tick_race_countdown() — same-shape
0x0042cc20,ARCH-DIVERGENCE,td5_game.c,243,BeginRaceFadeOutTransition @ 0x0042cc20 [ARCH-DIVERGENCE] See detailed audit comment at td5_game_begin_fade_out(). Port
,ARCH-DIVERGENCE,td5_game.c,757,[ARCH-DIVERGENCE] (3 items above) for the DX::app+exref mirrors and the DDraw Lock/blit/Flip benchmark presentation path.
0x0048d988,CONFIRMED,td5_game.c,966,[CONFIRMED @ 0x0048d988] s_results mirrors original ResultsTable at that addr [CONFIRMED @ 0x40AAD0 / 0x40AB80] sort functions populate final_position
0x00436e1d,CONFIRMED,td5_game.c,1267,per slot [CONFIRMED @ 0x00436E1D]: blocks track-behavior only when mode=ON AND damage_table[slot]==0. Original initialises the table to
0x0043bf70,CONFIRMED,td5_game.c,2555,[CONFIRMED @ 0x0043BF70] RunAudioOptionsOverlay: 5 rows total. */ if (key_down  && !s_prev_down)  s_pause_menu_cursor = (s_pause_menu_cursor + 1) % 5;
0x0043c211,CONFIRMED,td5_game.c,2560,"[CONFIRMED @ 0x0043C211] CONTINUOUS while held — (&DAT_004B135C)[cursor] ± 0.02f, clamp [0,1]."
0x0043c0e5,CONFIRMED,td5_game.c,2621,"[CONFIRMED @ 0x0043C0E5] Row 0=VIEW (DAT_004B135C → 0x00466EA8), Row 1=MUSIC (DAT_004B1360), Row 2=SOUND (DAT_004B1364). */"
0x00440b00,CONFIRMED,td5_game.c,3253,"[CONFIRMED @ 0x00440B00]: ambient weather (rain) sound runs each frame after the vehicle audio mix, gated by weather particle density. */"
