address,name,body_size,level,port_citations,files_cited,callers_count,bookmark_tags,ghidra_documented,is_crt_or_lib,precision_strong,precision_weak,sample_context
00426260,InitializeFrontendDisplayModeArrows,294,3,0,,11,,0,0,0,0,
00426390,ReleaseFrontendDisplayModeButtons,79,5,2,td5_frontend.c,27,,0,0,2,0,[td5_frontend.c] buttons from main menu */ |         /* [CONFIRMED @ 0x4275B7] ReleaseFrontendDisplayModeButtons() */ |         frontend_reset_buttons(); |         s_inner_state = 2; |
004263e0,RenderFrontendDisplayModeHighlight,240,4,3,td5_frontend.c,1,,0,0,0,0,"[td5_frontend.c] ine overlay (RenderFrontendDisplay |          * ModeHighlight 0x4263E0), not the gold/blue interior swap. |          * [INFERRED from frontend-rendering-internals.m"
004264e0,BeginFrontendDisplayModePreviewLayout,89,3,0,,2,,0,0,0,0,
00426540,RestoreFrontendDisplayModePreviewLayout,63,3,0,,2,,0,0,0,0,
00426580,UpdateFrontendDisplayModeSelection,1094,4,7,td5_frontend.c,1,,0,0,0,0,"[td5_frontend.c] click. |      * Original UpdateFrontendDisplayModeSelection (0x426580) detects arrow zones: |      * when clicking on the already-selected button, if mouse is with"
004269d0,ScreenLocalizationInit,2224,5,19,td5_frontend.c;td5_frontend.h;td5_save.c,0,,0,0,4,0,[td5_frontend.c] |  | static void Screen_LocalizationInit(void);        /* [0]  0x4269D0 */ | static void Screen_PositionerDebugTool(void);      /* [1]  0x415030 */ | static void Scree
00427290,ScreenLanguageSelect,495,4,5,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] static void Screen_LanguageSelect(void);            /* [3]  0x427290 */ | static void Screen_LegalCopyright(void);            /* [4]  0x4274A0 */ | static void Scre
004274a0,ScreenLegalCopyright,235,5,11,td5_frontend.c;td5_frontend.h,0,,0,0,2,0,"[td5_frontend.c] CanvasH - 0x20) / 0x20 |  * [CONFIRMED @ ScreenLegalCopyright 0x004274A0 case 0] |  * [CONFIRMED: string ""TEST DRIVE 5 COPYRIGHT 1998"" @ 0x00466808 Language.dll] |  *"
004275a0,RunAttractModeDemoScreen,113,4,5,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] static void Screen_AttractModeDemo(void);           /* [2]  0x4275A0 */ | static void Screen_LanguageSelect(void);            /* [3]  0x427290 */ | static void Scre
00427630,TrackSelectionScreenStateMachine,3043,4,6,td5_frontend.c;td5_frontend.h,0,,0,0,0,0,[td5_frontend.c] tatic void Screen_TrackSelection(void);             /* [21] 0x427630 */ | static void Screen_ExtrasGallery(void);              /* [22] 0x417D50 */ | static void Scr
00428240,InitializeRaceHudFontGlyphAtlas,214,4,6,td5_hud.c;td5_hud.h,1,,0,0,0,0,[td5_hud.c] Layout |  *   0x43B7C0  InitializePauseMenuOverlayLayout |  *   0x428240  InitializeRaceHudFontGlyphAtlas |  *   0x428320  QueueRaceHudFormattedText |  *   0x428570  Fl
00428320,QueueRaceHudFormattedText,579,5,8,td5_hud.c;td5_hud.h,2,,0,0,2,0,"[td5_hud.c] yLayout |  *   0x428240  InitializeRaceHudFontGlyphAtlas |  *   0x428320  QueueRaceHudFormattedText |  *   0x428570  FlushQueuedRaceHudText |  */ |  | #include ""td5_hud.h"" |"
00428570,FlushQueuedRaceHudText,50,4,7,td5_hud.c;td5_hud.h,1,,0,0,0,0,"[td5_hud.c] ontGlyphAtlas |  *   0x428320  QueueRaceHudFormattedText |  *   0x428570  FlushQueuedRaceHudText |  */ |  | #include ""td5_hud.h"" | #include ""td5_platform.h"" | #include ""td5_a"
004285b0,CreateRaceForceFeedbackEffects,719,5,10,td5_game.c;td5_input.c;td5_input.h,0,,0,0,3,0,[td5_game.c] lot on the DX::FF singleton). |  *         [ARCH-DIVERGENCE @ 0x004285B0 CreateRaceForceFeedbackEffects] |  *         Orig is 719 bytes of DirectInput 5/7 effect cr
00428880,ConfigureForceFeedbackControllers,85,4,5,td5_input.c;td5_input.h,1,,0,0,0,0,"[td5_input.c] ==================== |  * ConfigureForceFeedbackControllers  (0x428880) |  * |  * Stores per-slot controller assignments for force feedback. |  * In network play, only"
004288e0,UpdateControllerForceFeedback,296,5,14,td5_input.c;td5_input.h,1,,0,0,2,0,[td5_input.c] ======================== |  * UpdateControllerForceFeedback  (0x4288E0) |  * |  * Called every frame for each active player slot.  Updates: |  *   1. Steering resistanc
00428a10,PlayAssignedControllerEffect,74,4,5,td5_input.c;td5_input.h,1,,0,0,0,0,[td5_input.c] ========================= |  * PlayAssignedControllerEffect  (0x428A10) |  * |  * A thin helper to fire arbitrary effects on a player's assigned |  * controller.  Valid
00428a60,PlayVehicleCollisionForceFeedback,553,4,5,td5_input.c;td5_input.h,1,,0,0,0,0,[td5_input.c] ==================== |  * PlayVehicleCollisionForceFeedback  (0x428A60) |  * |  * Called from the physics collision resolver.  Dispatches collision |  * effects to both
00428d20,InitializeBenchmarkFrameRateCapture,28,3,0,,1,,0,0,0,0,
00428d40,RecordBenchmarkFrameRateSample,29,3,0,,1,,0,0,0,0,
00428d60,FormatBenchmarkReportText,26,3,0,,1,,0,0,0,0,
00428d80,WriteBenchmarkResultsTgaReport,1921,3,0,,1,HOOK_POINT,1,0,0,0,
00429510,InitializeRaceParticleSystem,374,4,8,td5_vfx.c;td5_vfx.h,1,,0,0,0,0,"[td5_vfx.c] ite is invisible. Originals: InitializeRaceParticleSystem @ 0x429510, |      * InitializeRaceSmokeSpritePool @ 0x401410, |      * InitializeVehicleTaillightQuadTemp"
00429690,ProjectRaceParticlesToView,140,4,6,td5_vfx.c;td5_vfx.h,1,,0,0,0,0,[td5_vfx.c] stem (0x429510) |  *              ProjectRaceParticlesToView (0x429690) |  *              DrawRaceParticleEffects (0x429720) |  *              UpdateRaceParticleEffec
00429720,DrawRaceParticleEffects,103,4,6,td5_vfx.c;td5_vfx.h,1,,0,0,0,0,[td5_vfx.c] sToView (0x429690) |  *              DrawRaceParticleEffects (0x429720) |  *              UpdateRaceParticleEffects (0x429790) |  * ==================================
00429790,UpdateRaceParticleEffects,51,4,9,td5_camera.c;td5_vfx.c;td5_vfx.h,1,HOOK_POINT,1,0,0,0,"[td5_camera.c] ran once per sim tick via |            the callback system at 0x429790, so the effective delta was 1.0 |            per invocation.  Using g_subTickFraction here ca"
00429a30,SpawnVehicleSmokeVariant,703,4,4,td5_vfx.c,4,,0,0,0,0,[td5_vfx.c] ffects (0x401330) |  *              SpawnVehicleSmokeVariant (0x429A30) [external] |  *              SpawnVehicleSmokePuffFromHardpoint (0x42A290) [external] |  * ===
00429cf0,SpawnVehicleSmokeSprite,726,4,5,td5_render.c;td5_vfx.c,2,,0,0,0,0,[td5_render.c] out hardpoint smoke |              * SpawnVehicleSmokeSprite (0x429CF0) — general exhaust smoke |              * Skip for the camera-target actor when this view is
00429fd0,SpawnVehicleSmokePuffAtPoint,688,3,0,,1,,0,0,0,0,
0042a290,SpawnVehicleSmokePuffFromHardpoint,662,5,11,td5_vfx.c,1,,0,0,2,0,"[td5_vfx.c] Lifetime: (rand() % 4 + 1) * 10 = 10..40 ticks [CONFIRMED @ 0x0042a290] */ |         int16_t life = (int16_t)((rand() % 4 + 1) * 10); |         PSLOT_WR16(slot, PSL"
0042a6b0,SpawnAmbientParticleStreak,663,4,1,td5_vfx.c,1,,0,0,0,0,[td5_vfx.c] lash_roll <= active_count && active_count > 0) { |         /* SpawnAmbientParticleStreak -- spawns RAINSPL splash in general pool. |          * Allocates from gener
0042a950,InitializeRaceVideoConfiguration,183,5,9,td5_game.c;td5_game.h,0,,0,0,3,0,[td5_game.c] alizeRaceVideoConfiguration   -- ARCH-DIVERGENCE (thunk JMP 0x0042a950; |  *                                                 body collapsed into td5_render_init +
0042aa10,InitializeRaceSession,2915,5,49,main.c;td5_ai.c;td5_asset.c;td5_frontend.c;td5_game.c;td5_game.h;td5_physics.c;td5_sound.c;td5_track.c;td5re.h,1,,0,0,12,0,"[main.c] patch, |      * matching the original attract-mode autopilot (InitializeRaceSession |      * 0x0042ACCF writes slot[0].state = 1 - g_attractModeDemoActive). */ |"
0042b580,RunRaceFrame,3368,5,58,td5_camera.c;td5_camera.h;td5_game.c;td5_game.h;td5_hud.c;td5_input.c;td5_physics.c;td5_pilot_trace_00436A70.h;td5_render.c;td5_sound.c;td5_trace.h;td5_track.c,1,HOOK_POINT,1,0,11,0,"[td5_camera.c] ,1) |    at the top of the sim-tick loop inside RunRaceFrame (0x0042B580). |    The cached angles become the ""previous-frame"" state that |    UpdateVehicleRelativeCam"
0042c2b0,InitializeRaceViewportLayout,444,5,12,td5_game.c;td5_game.h;td5_render.c,2,HOOK_POINT,1,0,5,0,[td5_game.c] d5d0 (= 0.5). |  *     9) Call InitializeRaceViewportLayout @ 0x0042C2B0. |  *     10) Call LoadStaticTrackTextureHeader. |  *         [ARCH-DIVERGENCE @ 0x00442560 L
0042c470,PollRaceSessionInput,1104,5,19,td5_input.c;td5_input.h,1,HOOK_POINT,1,0,4,0,[td5_input.c] orce feedback update for local players. |      * [CONFIRMED @ 0x0042C470]: UpdateControllerForceFeedback called here |      * inside PollRaceSessionInput in origina
0042c8d0,GetDamageRulesStub,2,5,1,td5_physics.c,4,PATCH_SITE,1,0,2,0,"[td5_physics.c] y_{roll,pitch,yaw} += RNG % angle - angle/2 |      * (RNG via GetDamageRulesStub modulo angle). Port previously wrote |      * (scatter>>2 - scatter>>3) into euler_"
0042c8e0,ShowLegalScreens,286,5,16,td5_fmv.c;td5_fmv.h;td5_game.c;td5_game.h,1,,0,0,2,0,"[td5_fmv.c] ion sweep audit 2026-05-18 — ARCH-DIVERGENCE] |  *   Original 0x0042C8E0 decompile compared line-by-line. Two-screen flow |  *   (5000ms display, 400ms grace, then"
0042ca00,DisplayLoadingScreenImage,466,4,1,td5_fmv.c,2,,0,0,0,0,[td5_fmv.c] D5RE's PNG asset workflow). |  *     2. Decode path: original DisplayLoadingScreenImage decodes 8/16/24 |  *        TGA via DXDraw::dd front/render surface format.
0042cbe0,IsLocalRaceParticipantSlot,60,5,12,td5_game.c;td5_game.h,1,,0,0,4,0,[td5_game.c] same one-shot destroy). |  * |  * IsLocalRaceParticipantSlot @ 0x0042cbe0 [L5 — byte-faithful] |  *   Three-branch dispatch matched exactly: network -> dpu[0xBCC+slo
0042cc20,BeginRaceFadeOutTransition,165,5,13,td5_game.c;td5_game.h,1,,0,0,4,0,[td5_game.c] ented for completeness). |  * |  * BeginRaceFadeOutTransition @ 0x0042cc20 [ARCH-DIVERGENCE] |  *   See detailed audit comment at td5_game_begin_fade_out(). Port |  *
0042ccd0,StoreRoundedVector3Ints,101,5,15,td5_game.c;td5_game.h;td5_physics.c;td5_track.c,5,,0,0,7,0,[td5_game.c] pantSlot         -- DONE (td5_game_is_local_participant) |  * 0x42CCD0  StoreRoundedVector3Ints            -- DONE (td5_game_store_rounded_vec3) |  * ==============
0042cd40,ConvertFloatVec3ToShortAnglesB,104,5,9,td5_track.c,2,,0,0,2,0,"[td5_track.c] R ECX/EDI/EDX, 0xc] |  *   4. ConvertFloatVec3ToShortAnglesB (0x0042CD40) — renormalize via FPU: |  *        len  = sqrt(nx² + ny² + nz²) |  *        un[i] = (int16)"
0042cdb0,ConvertFloatVec4ToShortAngles,150,5,15,td5_physics.c;td5_render.c;td5_track.c,8,,0,0,4,0,[td5_physics.c] to length |  *      4096 via ConvertFloatVec4ToShortAngles @ 0x0042CDB0 (FPU |  *      x²+y²+z²→FSQRT→4096/len→FMUL→ftol). It then computes |  *      `pen = ((world
0042ce50,SetCameraWorldPosition,48,5,19,td5_camera.c;td5_camera.h,5,,0,0,1,0,[td5_camera.c] ======================================================== |  * 0x42CE50 -- SetCameraWorldPosition |  * |  * Converts integer world-space position to float and stores i
0042ce90,UpdateActiveTrackLightDirections,542,5,17,td5_render.c;td5_track.c;td5_track.h,5,,0,0,2,0,"[td5_render.c] = (r + g + b) / 3; | } |  | /* UpdateActiveTrackLightDirections @ 0x0042CE90: |  *   For each slot, transform its world-frame contribution into body frame |  *   via M^T"
0042d0b0,BuildCameraBasisFromAngles,857,5,13,td5_camera.c;td5_camera.h;td5_render.c,2,,0,0,2,0,[td5_camera.c] ======================================================== |  * 0x42D0B0 -- BuildCameraBasisFromAngles |  * |  * Builds THREE independent rotation matrices from Euler a
0042d410,FinalizeCameraProjectionMatrices,405,4,12,td5_camera.c;td5_camera.h;td5_render.c,2,,0,0,0,0,"[td5_camera.c] ======================================================== |  * 0x42D410 -- FinalizeCameraProjectionMatrices |  * |  * Copies primary basis to working copy, scales all"
0042d5b0,OrientCameraTowardTarget,708,4,13,td5_camera.c;td5_camera.h,4,,0,0,0,0,[td5_camera.c] ======================================================== |  * 0x42D5B0 -- OrientCameraTowardTarget |  * |  * Constructs a look-at camera basis from the current camera
0042d880,ApplyMeshRenderBasisFromTransform,200,3,0,,2,,0,0,0,0,
0042d950,ApplyMeshRenderBasisFromWorldPosition,180,3,0,,1,,0,0,0,0,
0042da10,MultiplyRotationMatrices3x3,292,5,22,td5_camera.c;td5_physics.c;td5_render.c;td5_render.h,8,,0,0,4,1,"[td5_camera.c] rot[0] = s;  rot[8] = s; |     rot[2] = c;  rot[6] = -c; |     MultiplyRotationMatrices3x3(rot, g_cameraBasis, g_cameraBasis); |  |     /* Pitch (param_1[0]): center=["
0042db40,ConvertFloatVec3ToIntVec3,137,3,0,,2,,0,0,0,0,
0042dbd0,TransformVector3ByBasis,82,4,6,td5_camera.c;td5_render.c;td5_render.h,4,,0,0,0,0,"[td5_camera.c] enderBasisMatrix[12]; /* 0x4AAEEC points to this */ |         TransformVector3ByBasis(g_renderBasisMatrix, &g_camOffsetVec[v][0], cam_pos); |     } |  |     /* Scale of"
0042dc30,ConvertFloatVec3ToIntVec3B,110,3,0,,1,,0,0,0,0,
0042dca0,IsBoundingSphereVisibleInCurrentFrustum,358,4,5,td5_render.c;td5_render.h,1,,0,0,0,0,[td5_render.c] erticesToView |  *   0x43DDF0  ComputeMeshVertexLighting |  *   0x42DCA0  IsBoundingSphereVisibleInCurrentFrustum |  *   0x42DE10  TestMeshAgainstViewFrustum |  *   0x4
0042de10,TestMeshAgainstViewFrustum,362,4,7,td5_render.c;td5_render.h;td5_vfx.c,2,,0,0,0,0,[td5_render.c] *   0x42DCA0  IsBoundingSphereVisibleInCurrentFrustum |  *   0x42DE10  TestMeshAgainstViewFrustum |  *   0x43DCB0  TransformAndQueueTranslucentMesh |  *   0x4314B0
0042df80,ApplyMeshResourceRenderTransform,162,5,2,td5_render.c,1,,0,0,2,0,[td5_render.c] ame sky block (0x0042bdf1-0x0042be45) sequence: |      *   1. ApplyMeshResourceRenderTransform(gSkyMeshResource) — rotation only |      *   2. TransformMeshVertices
0042e030,ExtractEulerAnglesFromMatrix,246,3,0,,1,,0,0,0,0,
0042e130,SetTrackLightDirectionContribution,166,5,18,td5_render.c;td5_track.c,3,,0,0,5,0,"[td5_render.c] teAverageDepth) */ |  | /* SetTrackLightDirectionContribution @ 0x0042E130: |  *   intensity = avg(R,G,B); contribution_world = dir * intensity * (1/1024). |  *   All-z"
0042e1e0,BuildRotationMatrixFromAngles,249,5,20,td5_camera.c;td5_physics.c;td5_render.c;td5_render.h,8,,0,0,1,0,"[td5_camera.c] cos->[0,2], -cos->[2,0] |      * NOTE: sin/cos swapped — see BuildRotationMatrixFromAngles comment. */ |     s = CosFloat12bit((unsigned int)(unsigned short)yaw); |"
0042e2e0,ConvertFloatVec3ToShortAngles,140,5,31,td5_camera.c;td5_physics.c;td5_render.c;td5_render.h,5,,0,0,6,0,"[td5_camera.c] _angles[4]; |     short transformed_angles[4]; /* needs 3 for ConvertFloatVec3ToShortAngles */ |     unsigned int look_angle; |     int height_delta; |     short fx, fz"
0042e370,TransformVector3ByRenderRotation,83,3,0,,1,,0,0,0,0,
0042e3d0,TransformShortVectorToView,129,3,0,,1,,0,0,0,0,
0042e460,WriteTransformedShortVector,130,5,1,td5_render.c,3,,0,0,1,0,[td5_render.c] 3-era fixed-function pipeline: BuildSpriteQuadTemplate / |  * WriteTransformedShortVector / QueueTranslucentPrimitiveBatch write |  * pre-rotated quad templates to
0042e4f0,WritePointToCurrentRenderTransform,106,3,0,,5,,0,0,0,0,
0042e560,TransformTriangleByRenderMatrix,418,3,0,,0,,0,0,0,0,
0042e710,TransposeMatrix3x3,60,5,3,td5_physics.c,1,,0,0,2,0,"[td5_physics.c] MED @ 0x004057FA] UpdateVehicleSuspensionResponse calls |  * `TransposeMatrix3x3(&actor->rotation_m00, local_30)` then |  * `LoadRenderRotationMatrix(local_30)`, so"
0042e750,BuildWorldToViewMatrix,614,3,0,,1,,0,0,0,0,
0042e9c0,LoadGlobalOrientationToRenderState,11,3,0,,2,,0,0,0,0,
0042e9d0,QueryRaceSharedPointer,133,5,2,td5_game.c,2,,0,0,1,0,"[td5_game.c] ll InitializeRaceRenderGlobals @ 0x0040AE10. |  *     3) Call QueryRaceSharedPointer(4, &g_vehicleProjectionEffectMode, 4). |  *     4) Set _g_raceRenderInitialized"
0042ea70,CrossProduct3i,68,5,9,td5_track.c,3,,0,0,2,0,"[td5_track.c] e1y*e2x) |  *      — int32 multiply (matches CrossProduct3i @ 0x0042EA70) |  *   3. n[i] = cross[i] >> 12 — int32, sign-preserving |  *      [CONFIRMED @ 0x00445B16-0"
0042eac0,CrossProduct3i_FixedPoint12,77,5,3,td5_physics.c,2,,0,0,2,0,[td5_physics.c] [2] = (v1.x * v2.y - v2.x * v1.y) >> 12 |      * [CONFIRMED @ 0x0042EAC0 listing 2026-05-14] */ |     int32_t cross_x = (v1[1] * v2[2] - v1[2] * v2[1]) >> 12; |     i
0042eb10,TransformShortVec3ByRenderMatrixRounded,211,5,20,main.c;td5_physics.c;td5_pilot_trace_0042EB10.h,4,,0,0,6,0,[main.c] it.md): 99.82% match against 6228 FISTP |      * outputs from TransformShortVec3ByRenderMatrixRounded vs 49.05% for the |      * default round-to-nearest-even. With
0042ebf0,ComputeVehicleSurfaceNormalAndGravity,343,5,13,td5_physics.c;td5_physics.h;td5_pilot_trace_0042EBF0.c;td5_pilot_trace_0042EBF0.h,2,,0,0,3,0,"[td5_physics.c] _pilot_trace_0042EBF0.h"" /* precise-port pilot CSV emit for 0x0042EBF0 */ | #ifdef TD5_PILOT_TRACE_TRAFFIC | #include ""td5_pilot_trace_traffic.h"" /* precise-port pi"
0042ed50,UpdateVehicleEngineSpeedSmoothed,154,5,19,td5_physics.c;td5_physics.h,3,,0,0,3,0,[td5_physics.c] ress(0)); | #endif |  |     /* Keep engine alive [@ 0x403D9E CALL 0x0042ED50] */ |     update_engine_speed_smoothed(actor); |  |     /* Integrate wheel suspension with zero
0042edf0,UpdateEngineSpeedAccumulator,161,5,12,td5_physics.c;td5_physics.h,2,,0,0,4,0,[td5_physics.c] actor->engine_speed_accum = rpm + step; | } |  | /* [CONFIRMED @ 0x0042EDF0] Byte-faithful with orig UpdateEngineSpeedAccumulator. |  * L5 promotion 2026-05-18 (small-
0042eea0,ApplySteeringTorqueToWheels,102,5,12,td5_input.c;td5_physics.c;td5_physics.h,1,,0,0,8,1,[td5_input.c] ax_gear); |  |                     /* FUN_0042EEA0 [CONFIRMED @ 0x42EEA0-0x42EF06]: |                      * Gear-shift weight-transfer impulse — adds to front wheel-
0042ef10,UpdateAutomaticGearSelection,248,5,12,td5_physics.c;td5_physics.h,2,,0,0,1,0,"[td5_physics.c] Round-to-zero signed divide by 256 — byte-exact port of the 0x0042EF10 |  * idiom: CDQ ; AND EDX, 0xFF ; ADD EAX, EDX ; SAR EAX, 8. |  * |  *   For x >= 0: plain SAR"
0042f010,ApplyReverseGearThrottleSign,31,5,11,td5_physics.c;td5_physics.h,1,,0,0,4,0,[td5_physics.c] eel_spring_dv[3] -= k;   /* +0x2F8 RR */ | } |  | /* [CONFIRMED @ 0x0042F010] Byte-faithful with orig ApplyReverseGearThrottleSign. |  * L5 promotion 2026-05-18 (small-
0042f030,ComputeDriveTorqueFromGearCurve,204,5,18,td5_physics.c;td5_physics.h;td5_pilot_trace_0042F030.c;td5_pilot_trace_0042F030.h,2,,0,0,4,0,[td5_physics.c] = (uint8_t)(actor->current_gear - 1); |     } | } |  | /* pool13 / 0x0042F030 pilot trace hooks — extern declarations to keep the |  * function signature unchanged. Impl
0042f100,GetTrackSegmentSurfaceType,58,5,8,td5_ai.c;td5_physics.c;td5_track.c,3,,0,0,2,0,[td5_ai.c] ] |          * |          * Inline GetTrackSegmentSurfaceType @ 0x0042F100 against the actor's |          * own span_raw + sub_lane_index (NOT body_probes[0] which po
0042f140,InitializeRaceVehicleRuntime,1130,5,18,td5_game.c;td5_physics.c;td5_physics.h,1,,0,0,1,0,[td5_game.c] called |      * per-slot from InitializeRaceVehicleRuntime @ 0x0042F140. The scaling |      * branch fires only for slot 0 (+0x375==0) so the table is mutated |
0042f5b0,UpdateRaceOrder,278,5,24,td5_camera.c;td5_game.c;td5_physics.c;td5_track.c,1,HOOK_POINT,1,0,4,0,"[td5_camera.c] 0042B580, after UpdateRaceActors/ResolveVehicleContacts/ |    UpdateRaceOrder). Reading post-physics actor angles against the |    pre-physics cached angles is what"
0042f6d0,ComputeVehicleSuspensionEnvelope,697,5,11,td5_game.c;td5_physics.c;td5_physics.h,1,,0,0,1,0,[td5_game.c] /* Compute mesh-derived collision envelopes per slot (0x42F6D0). |          * Must run AFTER init_vehicle_runtime (which binds cardef) and |          * AFTER
0042f990,LoadEnvironmentTexturePages,318,4,5,td5_asset.c;td5_render.c,1,,0,0,0,0,"[td5_asset.c] ============== |  * Environment / Reflection Texture Loading (0x42F990) |  * ======================================================================== */ |  | #include """
0042fad0,InitializeTrackStripMetadata,102,5,11,td5_asset.c;td5_render.c;td5_track.c;td5_track.h,1,,0,0,3,0,"[td5_asset.c] ), i.e. the same index |      * LoadTrackTextureSet passes to InitializeTrackStripMetadata. |      */ |     int loaded = 0; |     const TD5_EnvironsTrack *t; |  |     if (l"
0042fb40,ApplyTrackStripAttributeOverrides,66,5,10,td5_track.c;td5_track.h,1,,0,0,6,0,[td5_track.c] === |  * Strip Attribute Overrides (0x42FB40) |  * [CONFIRMED @ 0x0042FB40] L5 promotion sweep audit (2026-05-18). Byte-faithful |  *   port of orig fill loop: iterat
0042fb90,LoadTrackRuntimeData,467,5,28,td5_asset.c;td5_asset.h;td5_game.c;td5_track.c;td5_track.h,1,,0,0,9,0,"[td5_asset.c] inter table avoids. Port mirrors that here. |  * [CONFIRMED @ 0x0042FB90 LoadTrackRuntimeData selector] |  */ | static const char *s_strip_fwd[1]   = { ""STRIP.DAT"""
0042fd70,RemapCheckpointOrderForTrackDirection,168,4,10,td5_asset.c;td5_asset.h,1,,0,0,0,0,[td5_asset.c] he original at |  *   RemapCheckpointOrderForTrackDirection @ 0x0042FD70 |  *   SwapIndexedRuntimeEntries             @ 0x0040B530 |  * which exchanges entries in the
0042fe20,BlendTrackLightEntryFromStart,400,4,3,td5_render.c,1,,0,0,0,0,[td5_render.c] s[track_first + idx]; | } |  | /* BlendTrackLightEntryFromStart @ 0x0042FE20. |  *   Fades the previous zone's directional contribution out as the actor |  *   crosses fr
0042ffc0,BlendTrackLightEntryFromEnd,399,4,3,td5_render.c,1,,0,0,0,0,"[td5_render.c] rr_dir, 0, 0, 0); |     } | } |  | /* BlendTrackLightEntryFromEnd @ 0x0042FFC0. |  *   Symmetric to BlendStart but uses the strip RIGHT AFTER zone->span_hi |  *   (i.e. the"
00430150,ApplyTrackLightingForVehicleSegment,2346,5,26,td5_render.c;td5_render.h;td5_track.c;td5_track.h,2,,0,0,5,0,[td5_render.c] 7 in the original. |  * ApplyTrackLightingForVehicleSegment @ 0x00430150 walks the per-track zone |  * array forward/backward each frame based on the actor's track_
00430a90,GameWinMain,528,5,13,td5_game.c;td5_game.h,1,,0,0,3,0,[td5_game.c] weep audit 2026-05-18 — ARCH-DIVERGENCE] |  *   GameWinMain @ 0x00430A90 (orig WinMain bootstrap) is decomposed in |  *   the source port across three locations: |  *
00430cb0,ResetGameHeap,58,5,11,td5_game.c;td5_game.h;td5_platform_win32.c,1,,0,0,5,0,[td5_game.c] atter. Documented divergence; not L4. |  * |  * ResetGameHeap @ 0x00430cb0 [ARCH-DIVERGENCE] |  *   Orig: HeapDestroy gGameHeapHandle (gated on first-call sentinel |  *
00430cf0,HeapAllocTracked,51,4,2,td5_game.h;td5_render.c,15,,0,0,0,0,[td5_render.c] by texture page (sort key at record+0x02). |  * |  * Original: HeapAllocTracked(0x1000) = 4096 bytes = 512 x 8 bytes |  *           DAT_004af270 = active batch count
00430d30,ParseAndDecodeCompressedTrackData,1113,4,8,td5_asset.c;td5_asset.h;td5_render.h,1,,0,0,0,0,[td5_asset.c] === |  * Mipmap Builder -- ParseAndDecodeCompressedTrackData (0x430D30) |  * |  * Generates a mipmap chain by box-filtering from source dimensions |  * down through eac
00431190,ParseModelsDat,204,5,10,td5_render.c;td5_track.c;td5_track.h,1,,0,0,4,0,[td5_render.c] *   [1..N] = pointers to MeshResourceHeader (relocated by ParseModelsDat) |      */ |     static int s_debug_reject_ptr = 0; |     static int s_debug_reject_counts
00431260,GetTrackSpanDisplayListEntry,13,5,11,td5_track.c;td5_track.h,1,,0,0,4,0,[td5_track.c] render command buffer) for a span. |  * |  * [ARCH-DIVERGENCE @ 0x00431260] Orig is a 13-byte direct LUT lookup: |  *   return *(uint*)(gModelsDatEntryTable + idx*8).
00431270,RenderTrackSpanDisplayList,97,4,7,td5_render.c;td5_render.h,1,,0,0,0,0,[td5_render.c] llboard meshes. |              * RenderTrackSpanDisplayList @ 0x00431270 only calls |              * TransformAndQueueTranslucentMesh which transforms XYZ only. |
004312e0,InitializeTranslucentPrimitivePipeline,95,4,6,td5_render.c;td5_render.h,1,,0,0,0,0,[td5_render.c] hResource |  *   0x4317F0  ClipAndSubmitProjectedPolygon |  *   0x4312E0  InitializeTranslucentPrimitivePipeline |  *   0x431460  QueueTranslucentPrimitiveBatch |  *
00431340,FlushQueuedTranslucentPrimitives,283,4,6,td5_render.c;td5_render.h,1,HOOK_POINT,1,0,0,0,[td5_render.c] Pipeline |  *   0x431460  QueueTranslucentPrimitiveBatch |  *   0x431340  FlushQueuedTranslucentPrimitives |  *   0x4329E0  FlushImmediateDrawPrimitiveBatch |  *   0x43
00431460,QueueTranslucentPrimitiveBatch,69,5,8,td5_render.c;td5_render.h;td5_vfx.c,9,,0,0,1,0,[td5_render.c] |  *   0x4312E0  InitializeTranslucentPrimitivePipeline |  *   0x431460  QueueTranslucentPrimitiveBatch |  *   0x431340  FlushQueuedTranslucentPrimitives |  *   0x4329
004314b0,RenderPreparedMeshResource,251,5,7,td5_render.c;td5_render.h,3,,0,0,2,0,[td5_render.c] rustum |  *   0x43DCB0  TransformAndQueueTranslucentMesh |  *   0x4314B0  RenderPreparedMeshResource |  *   0x4317F0  ClipAndSubmitProjectedPolygon |  *   0x4312E0  Ini
004315b0,SubmitImmediateTranslucentPrimitive,213,5,4,td5_hud.c;td5_render.h,6,,0,0,4,0,[td5_hud.c] submit_quad replace BuildSpriteQuad |  *           Template / SubmitImmediateTranslucentPrimitive. |  *           [CONFIRMED @ orig 0x00438A40-0x00438C40 vs td5_hud
00431690,SubmitProjectedQuadPrimitive,49,4,3,td5_render.c,1,,0,0,0,0,"[td5_render.c] ex_page); | } |  | /** |  * Opcode 3: SubmitProjectedQuadPrimitive (0x431690) |  * |  * Single quad (4 vertices), submitted through clip + project pipeline. |  */ | static void"
004316d0,EmitTranslucentQuadDirect,20,4,3,td5_render.c,0,,0,0,0,0,[td5_render.c] base_verts); | } |  | /** |  * Opcode 6: EmitTranslucentQuadDirect (0x4316D0) |  * |  * Direct depth-sort insert for quad data. |  */ | static void dispatch_quad_direct(TD5_Pri
